Sr No,Member Id,Unit Name,Contact Person,Chapter,Category
274,567,Sun Grow Packers Pvt. Ltd.,Chetan Goel,Hapur,
275,568,Sundeep Bobbins Co.,Suresh kumar Modi,Hapur,PACKAGING
276,569,Sundeep Electrodes Pvt. Ltd.,Surendra Kumar Modi,Hapur,
277,571,ARC INDIA,Anil Jain,Hapur,ELECTRICAL & ELECTRONICS
278,573,Amit Soap Factory,Amit Garg,Hapur,
279,574,J.S. Designer Ltd ,Vikas Mohan Singhal,Noida,TEXTILE & GARMENTS
280,599,Kay s Jewels Pvt Ltd,Anurag Kapoor,Noida,
281,600,S.P. Engineering Works ,S.P. Sharma,Kanpur,ENGINEERING COMPONENTS & SUPPLIES
282,601,A.D. Enterprises,JAGDAMMA PRASAD,Kanpur,ENGINEERING COMPONENTS & SUPPLIES
283,611,A.S. Agencies,Siya Ram Singh,Kanpur,SERVICE
284,612,AOV INTERNATIONAL ,"Mr. O. P. Arora, Mr. Vinay Kapoor ( Directors )",Delhi,HOUSEHOLD ITEMS
285,613,A.V.R. Enterprises,Vinay Agarwal,Kanpur,TEXTILE & GARMENTS
286,620,SHAKTI BHOG FOODS LTD.,Siddharth Kumar,Delhi,AGRO & FOOD PROCESSING
287,624,ACME Auto Products,Mr. Sumeet Ahuja,Kanpur,AUTOMOBILE & AUTO PARTS
288,627,ADC Dyes and Chemicals (P) Ltd.,Pankaj Gupta,Kanpur,
289,628,SAMAD AGRO FOOD,MR. MADAN LAL SETHI,Delhi,AGRO & FOOD PROCESSING
290,630,Aditya Calibrations,Mrs. Promila Vaid,Kanpur,SCIENTIFIC INSTRUMENTS & SUPPLIES
291,631,Aditya Engineering Works,J. P. Gupta,Kanpur,MACHINERY EQUIPMENTS
292,632,Aditya Flexi Pack,Raman Tandon,Kanpur,PACKAGING
293,633,Agarwal Fasteners,Shyam Sundar Agarwal,Kanpur,MACHINERY EQUIPMENTS
294,634,Safe Packaging Industries,Ashok Verma,Saharanpur,"PAPER, PRINTING & PUBLISHING"
295,637,Agarwal Udyog,Mr. K.K. Agarwal,Kanpur,PACKAGING
296,639,Bhartiya Agrow Pharma Pvt. Ltd.,Sanjay Agarwal,Kanpur,PHARMACEUTICAL & MEDICAL PRODUCTS
297,641,Aishwarya Electricals (P) Ltd.,Shri Nath Gupta,Kanpur,PACKAGING
298,642,Ajai Motors Works Pvt. Ltd.,Ajai Malhotra,Kanpur,SERVICE
299,644,Tirupati Gramodyog Sansthan,Sh. Ajay Chhabra,Saharanpur,FURNITURE & FURNISHINGS
300,645,J. M. Textiles ,Mr. Ved Kumar  Bhatia ,Kanpur,TEXTILE & GARMENTS
,,,,,
301,646,Ajay Enterprises,Ajay Gupta,Kanpur,METAL
302,647,Ajit Technoplast Pvt. Ltd.,Anant Kr. Jain,Kanpur,PLASTIC & PLASTIC PRODUCTS
303,648,Ajit Pulses,Ugamchand Betala,Kanpur,
304,649,Akhand Moulders,Rajesh Sharma,Kanpur,PLASTIC & PLASTIC PRODUCTS
305,650,Krishna Polymers,Rajesh Kumar ,Saharanpur,PLASTIC & PLASTIC PRODUCTS
306,651,Alfa Packs,Manoj Sewani,Kanpur,PACKAGING
307,653,Aliga Rubber Works,Mr. Anand Tandon,Kanpur,RUBBER & RUBBER PRODUCTS
308,654,Paradise Packers ,Satish Arora,Saharanpur,PACKAGING
309,655,Alok Poly Products Company,Ashish Kr. Gupta,Kanpur,PACKAGING
310,656,Sachdeva Impex  ,Kunal Sachdeva ,Saharanpur,HANDICRAFT &GIFTS
311,659,Sankalp Holidays,Pankaj Goel,Saharanpur,SERVICE
312,660,Amar Pharmaceuticals & Labs ( India ) Pvt. Ltd.,B. B. Gulati,Kanpur,PHARMACEUTICAL & MEDICAL PRODUCTS
313,663,Lord Krishna Trading Company,Sh. Naresh Kumar,Saharanpur,
314,666,Amit Freight Lines,Anil Soni,Kanpur,SERVICE
315,667,Print Idea  ,"Sh. Vivek Gupta, Sh. Sandeep Sachdeva ",Saharanpur,"PAPER, PRINTING & PUBLISHING"
316,668,L & G Engineering Company,Gaurav Malhotra,Saharanpur,MACHINERY EQUIPMENTS
317,670,Amrin Leather Tex,Md. Javed Nayyar,Kanpur,TEXTILE & GARMENTS
318,671,Amrit Cartons,S.N. Mehrotra,Kanpur,PACKAGING
319,673,Anand Engineering Corporation,D.K. Arora,Kanpur,ENGINEERING COMPONENTS & SUPPLIES
320,676,CHANSLAR ASSOCIATES,MR. PRADEEP SINGH ,Kanpur,MACHINERY EQUIPMENTS
321,678,Anand Roto Pack Pvt. Ltd.,A.K. Shukla,Kanpur,
322,683,Anand Tools,S.S. Verma,Kanpur,PLASTIC & PLASTIC PRODUCTS
323,685,Anand Udyog,Shyam Lal Duseja,Kanpur,
324,686,Anandeshwar Poly Pack (P) Ltd.,A.K. Maheshwari,Kanpur,PACKAGING
325,690,Royal Packaging,Alka Gupta,Saharanpur,PACKAGING
326,692,S. S. TRADING ENGINEERS ,Sarvendra Singh Negi  ,Saharanpur,SERVICE
327,695,Ekaaksh Prints  ,Naveet Kalra ,Dehradoon ( Uttarakhand ),"PAPER, PRINTING & PUBLISHING"
328,697,Annkut Biscuit Co. Pvt. Ltd.,Naveen Khanna,Kanpur,AGRO & FOOD PROCESSING
329,698,ANOD PLASMA SPRAY LTD.,R.K. Tandon,Kanpur,PACKAGING
330,699,"KHANNA AUTO SALES PVT. LTD., ",MR. SUMIT KHANNA ,Kanpur,SERVICE
331,700,Anu Plastics,Yogesh Kumar GuptaOGESH KR. GUPTA,Kanpur,PLASTIC & PLASTIC PRODUCTS
332,701,THE WESTER INDUSTRIES,Mohd. Salman Samsi,Lucknow,CHEMICAL & PETROLEUM
333,702,BAKHSHISH,Sarabjeet Singh,Lucknow,"PAPER, PRINTING & PUBLISHING"
334,705,K. PHOTO EQUIPMENT,Deepak Kohli ,Lucknow,ELECTRICAL & ELECTRONICS
335,707,Are Kay Enterprises,Subhash Agarwal,Kanpur,
336,710,Arpit Wire & Allied Products (P) Ltd.,Dilip Agarwal,Kanpur,ENGINEERING COMPONENTS & SUPPLIES
337,711,EIP Enviro Level Control Pvt Ltd  ,Mr.Ravinder Goyal,Noida,ELECTRICAL & ELECTRONICS
338,712,Arren Industries,Mukul Arren,Kanpur,PLASTIC & PLASTIC PRODUCTS
339,713,Arson Industries,Ajay Ahuja,Kanpur,
340,716,Ashok Grih Udyog Kendra (P) Ltd.,Ram Kishore Gupta,Kanpur,AGRO & FOOD PROCESSING
341,718,Ashoka Industries,Ashok Kr. Singh,Kanpur,ENGINEERING COMPONENTS & SUPPLIES
342,720,Ashoka Traders,Ashok Gulati,Kanpur,AGRO & FOOD PROCESSING
343,723,Asoka Printers,Sunil Chawla,Kanpur,PACKAGING
344,725,T.S. Briquettes,Gautam Arora,Kanpur Dehat,AGRO & FOOD PROCESSING
345,726,Associated Chemical Industries (Kanpur) Pvt. Ltd.,Anurag Bhargava,Kanpur,CHEMICAL & PETROLEUM
346,727,Kiran Coal Company ,Palli Singh ,Kanpur Dehat,CHEMICAL & PETROLEUM
347,729,SUDERSHAN DOORS PVT. LTD.,Deepak Kapoor,Kanpur Dehat,WOOD  & WOOD PROUCTS
348,731,Shri Kant Krishi Products,Manoj Pandey,Kanpur Dehat,CHEMICAL & PETROLEUM
349,732,Ganesh Polytex Ltd.,V.D. Khandelwal,Kanpur Dehat,PLASTIC & PLASTIC PRODUCTS
350,733,SAHRA INDUSTRIES,Arun Kumar Awasthi,Kanpur,PLASTIC & PLASTIC PRODUCTS
,,,,,
351,734,A & C Braid Rope Co. Pvt. Ltd.,Anandvir Singh,Kanpur Dehat,TEXTILE & GARMENTS
352,735,Kansat Nerolac Paints Ltd.,Lokendra Singh Chauhan,Kanpur Dehat,PAINTS & VARNISHES
353,736,RAJ ENTERPRISES,"Rajendra Singh Chauhan, Rishiraj Chauhan",Lucknow,AGRO & FOOD PROCESSING
354,739,"BANSAL CONTAINERS PVT. LTD., ",MR. RAGHAV AGARWAL ,Kanpur,PACKAGING
355,740,Gallantt Ispat Limited,C.P. Agarwal,Gorakhpur,MACHINERY EQUIPMENTS
356,745,B.S. Enterprises,Vipin Bajaj,Kanpur,METAL
357,746,B.S. Tin Packagers (P) Ltd.,ATUL KUMAR SACHDEVA,Kanpur,PACKAGING
358,747,B.S. TIN DECORATERS,VIPIN Bajaj,Kanpur,
359,748,ELECTRICAL CONSULTANCY SERVICE,MR. G.R. AMBWANI,Kanpur,SERVICE
360,749,Badal Udyog,A. K. Jain,Kanpur,
361,751,Saurabh Udyog,Mr.Bansi Dhar Ahuja,Kanpur,MACHINERY EQUIPMENTS
362,752,Bajrang Bali Industries,L.D. Rupani,Kanpur,RUBBER & RUBBER PRODUCTS
363,758,Bansal Stich Wires,Vishnu Bansal,Kanpur,
364,760,Bansal Wires Pvt. Ltd.,Ravi Shankar Agarwal,Kanpur,
365,761,Bansuri Poly Pack Pvt. Ltd.,Shri Anil Kaya ,Kanpur,PLASTIC & PLASTIC PRODUCTS
366,762,Basotia Industries,Rahul Basotia,Kanpur,TEXTILE & GARMENTS
367,763,Bee Chems,Somendra Bhalla,Kanpur,
368,764,Bee Kay Auto Enterprises,Arvind Kumar,Kanpur,ENGINEERING COMPONENTS & SUPPLIES
369,766,Beni Engineering Works,B.P. Sharma,Kanpur,
370,770,JAGDISH KRISHI YANTRA UDYOG ,MAHESH KR. GUPTA ,Kanpur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
371,772,Bharat Enterprises,Bharat Bhushan Bhatia,Kanpur,
372,773,Bhawani Enterprises,I.P. Singh,Kanpur,
373,774,Bihar Enterprises,Ranveer Singh,Kanpur,
374,775,Bineet Auto Industries,Ram Kishan Vishwakarma,Kanpur,
375,777,Bombay Spring Industries,Pradeep Anand,Kanpur,
376,778,Brij Behari Lal Triloki Nath,Vinod Kr. Agarwal,Kanpur,
377,779,JANTA METAL WORKS,ANIL LAMBA ,Kanpur,METAL
378,781,R.K. TRADING COMPANY ,MR. VIPIN KHULLAR ,Kanpur,MISCELLANEOUS
379,782,Capable Enterprises,Sanjeev Kumar,Kanpur,ENGINEERING COMPONENTS & SUPPLIES
380,783,Care Detergent Pvt. Ltd.,kamal Kishore Kataria,Kanpur,SOAP & DETERGENT
381,786,Chandel Engineering Pvt. Ltd.,Harsh Chandel,Kanpur,
382,787,Chandra Micro Plast,Gulshan Kapoor,Kanpur,PLASTIC & PLASTIC PRODUCTS
383,788,Chandra Plastic Works,DEVA NAND ,Kanpur,PLASTIC & PLASTIC PRODUCTS
384,789,Charan Industrial Packagers Pvt. Ltd.,K.S. Trivedi,Kanpur,PACKAGING
385,790,Chawla Home Products (P) Ltd.,Ashok Chawla,Kanpur,
386,791,Chemidet Products,Jai Kr. Hemrajani,Kanpur,
387,792,Chopra Packaging Industries,Narendra Kr. ChopraA,Kanpur,PACKAGING
388,793,Chopra Polypipes,Pramod Chopra,Kanpur,PLASTIC & PLASTIC PRODUCTS
389,794,CiniChem Laboratories Pvt. Ltd.,N. K. Gupta,Kanpur,
390,796,Crown Industries,Mr. Sanjay Kumar Kashyap,Kanpur,METAL
391,797,SWATI FOOD PRODUCTS,S.K. Sethi,Kanpur,
392,799,D.S. Engineering Works,Dwarka Dutt,Kanpur,
393,801,DISHA PACKAGING PRODUCTS,Anil Kr. Sharma,Kanpur,
394,803,Dinesh Metal Company,R.C. Jaiswal,Kanpur,
395,805,Divya International,Sanjeev Gupta,Kanpur,ELECTRICAL & ELECTRONICS
396,808,Kamero Technosys Ltd.,Nirbhay Kapoor ,Kanpur,CHEMICAL & PETROLEUM
397,809,EMA India Limited,Pradeep Bhargava,Kanpur,MACHINERY EQUIPMENTS
398,810,Electro Stamping,Govind Shukla,Kanpur,
399,811,Electron Devices,Kuldeep Sharma,Kanpur,ELECTRICAL & ELECTRONICS
400,812,El mech ENGINEERS,R. P. Sharma,Kanpur,
,,,,,
401,813,BHARTI  ELECTRICALS,Rajendra Bhatia,Kanpur,ELECTRICAL & ELECTRONICS
402,814,Ess Aar Universal Pvt. Ltd.,D.D. Rastogi,Kanpur,ELECTRICAL & ELECTRONICS
403,815,Ess Kay Polymers,Sudhir Bhatia,Kanpur,PLASTIC & PLASTIC PRODUCTS
404,816,"CLOUD EXPORTS PVT. LTD., ",MR. MOHIT AGARWAL ,Kanpur,FOOTWEAR & LEATHER
405,817,Eureka Colour Coating,Kanak Mishra,Kanpur,CHEMICAL & PETROLEUM
406,818,Falcon Industries,Sunil Vaish / Sanjiv Pathak,Kanpur,PLASTIC & PLASTIC PRODUCTS
407,821,Flora Pharma Pvt. Ltd.,Deepak Kr. Gupta,Kanpur,
408,822,Fluid Line Engineers & Fabricators,R.K. Sahu,Kanpur,ENGINEERING COMPONENTS & SUPPLIES
409,823,Friends Global Services Pvt. Ltd.,K.K. Singh,Kanpur,SERVICE
410,824,Frontier Engineering Corporation ,Mr. C.D. Bhatia ,Kanpur,MACHINERY EQUIPMENTS
411,825,Frontier Springs Ltd.,Kapil  Bhatia,Kanpur,AUTOMOBILE & AUTO PARTS
412,828,Herbal Remedies,Vijay Kumar,Kanpur,
413,831,Jain Chemicals,S. K. Jain,Kanpur,
414,832,Jain Chemicals & Allied Industries,Raj Kumar Jain,Kanpur,RUBBER & RUBBER PRODUCTS
415,834,Jay Chemical Works,Jay Kumar Lalwani,Kanpur,SOAP & DETERGENT
416,835,Jay Ess Saddles Pvt. Ltd.,Manmohan Rajpal,Kanpur,BICYCLES / RICKSHAW & COMPONENTS
417,836,"SHARDA PACKAGING PVT. LTD., ",AMITABH TEWARI,Kanpur,PACKAGING
418,837,Jyoti Capsulations Pvt. Ltd.,"Ramesh Gulati, Director",Kanpur,
419,838,K.B. Ropes (P) Ltd.,Ramesh Kankari,Kanpur,
420,839,K.D. Poly Industries,Anup Kr. Agarwal,Kanpur,PLASTIC & PLASTIC PRODUCTS
421,840,K.D. Polymers (P) Ltd.,Anup Kr. Agarwal,Kanpur,PLASTIC & PLASTIC PRODUCTS
422,841,K.G. Footwear Exports (P) Ltd.,Gaurav Puri,Kanpur,FOOTWEAR & LEATHER
423,843,K.N. Food Industries Pvt. Ltd.,Deepak Khanna,Kanpur,
424,845,Bansal & Bansal,M. R .Bansal,Kanpur,
425,846,Kanpur Classic Thermoware (P) Ltd.,SHREE KUMAR ARORA / SUNIL SKKA,Kanpur,
426,848,Kanpur Metal Products,N. C. Vaish,Kanpur,
427,849,Kanpur Plastipack Ltd.,M.S. Agarwal,Kanpur,PLASTIC & PLASTIC PRODUCTS
428,850,Kanpur Writers,L.S. Awasthi,Kanpur,"PAPER, PRINTING & PUBLISHING"
429,851,Kapil Polymers,Vinita Arora,Kanpur,
430,853,Kapoor Manufacturing Co.,L.R. Kapoor,Kanpur,AGRO & FOOD PROCESSING
431,854,Kapoor Polymers,Narendra Kapoor,Kanpur,CHEMICAL & PETROLEUM
432,855,Kapoor Print Pack (P) Ltd.,Sunil Kapoor,Kanpur,
433,857,Kariwala Synthetics (P) Ltd,Sandeep Kariwala ,Kanpur,TEXTILE & GARMENTS
434,859,SUJATA ENTERPRISES ,SMT. SUJATA R. SETH ,Kanpur,TEXTILE & GARMENTS
435,862,CLOVER INDUSTRIES LLP.,Jiwan Lal Khanna / ANUP KHANNA,Kanpur,PHARMACEUTICAL & MEDICAL PRODUCTS
436,863,MALIK AGRO SALES ,Sanjeev Khurana,Kanpur,FOOTWEAR & LEATHER
437,864,Khushwani Print Pack Pvt. Ltd.,Rajesh Khushwani,Kanpur,
438,866,Kisan Krishi Yantra Udyog,Hari Prasad,Kanpur,
439,871,Kripal Textile Mills (P) Ltd.,Tarun Kumar Kheterpal,Kanpur,TEXTILE & GARMENTS
440,874,Krishna Ispat Udyog,Abhay Kr. Jain,Kanpur,
441,875,Krishna Synthetics,Jagdish Arora,Kanpur,
442,876,Kulwanti Hospital & Research Center,Mahesh Kumar,Kanpur,
443,879,Kumar Roto Flex Pvt. Ltd.,P. K. Jain,Kanpur,CHEMICAL & PETROLEUM
444,880,"Kurele Packaging (P) Ltd., ",P.C. Kurele,Kanpur,PACKAGING
445,881,L.P.R. Synthetics,Sachin Gupta,Kanpur,MACHINERY EQUIPMENTS
446,884,Lexus Techno Graphics Pvt. Ltd.,Dinesh Barasia,Kanpur,"PAPER, PRINTING & PUBLISHING"
447,886,Lunar Chemicals Pvt. Ltd.,H. L. Dhingra,Kanpur,
448,888,M. L. A INDUSTRIES.,M. L. Agarwal,Kanpur,
449,889,M.P. Enterprises,Pushpendra Agarwal,Kanpur,
450,891,Madhur Packagers,R.K. Agarwal,Kanpur,PACKAGING
,,,,,
451,892,Madnani Engineerings Works,Manish Kumar Madnani,Kanpur,
452,895,Maharaja BAKERS PVT.LTD.,Ashok Arora,Kanpur,AGRO & FOOD PROCESSING
453,897,madhav Pipes,vivek kapoor,Kanpur,
454,898,Maheshwari Distributors,Deepak K. Maheshwari,Kanpur,
455,899,Malyagiri Sandal Wood Oil Distillery,V. K. Tandon,Kanpur,CHEMICAL & PETROLEUM
456,900,Mamta Packaging,Vikash Gupta ,Kanpur,PLASTIC & PLASTIC PRODUCTS
457,903,Mars Auto (P) Ltd.,M.C. Agarwal,Kanpur,PLASTIC & PLASTIC PRODUCTS
458,904,Marwari Soap Works,Kailash Nath Agarwal,Kanpur,
459,905,Matadin Plastic,Amit Agarwal,Kanpur,PLASTIC & PLASTIC PRODUCTS
460,908,Maya Polymers Pvt. Ltd.,Anoop Gupta / Deepak Gupta,Kanpur,
461,914,Megha Plastic,Mr. Manas Rastogi,Kanpur,PLASTIC & PLASTIC PRODUCTS
462,915,MEHRA MEIN,Ashok Mehra,Kanpur,FOOTWEAR & LEATHER
463,917,Metal Cans and Closures (P) Ltd,Umesh Batra,Kanpur,METAL
464,918,Mercury Dry Cleaners,Sudhir Batra,Kanpur,TEXTILE & GARMENTS
465,919,Metal Kraft,Sunil Bhatia,Kanpur,
466,920,Metchem Industries,Sunil Kumar Khanna,Kanpur,CHEMICAL & PETROLEUM
467,921,Milk Food Products ( India),Mohan Dass Dodwani / Anil Dodwani,Kanpur,AGRO & FOOD PROCESSING
468,922,Mineral Oil Corporation,Dr. B. D. Agarwal,Kanpur,
469,923,Minerva Engineering,Ravindra Khanna,Kanpur,
470,924,Mohani Tea Leaves (P) Ltd.,Mr. Ramesh Chandra,Kanpur,
471,925,Neelkanth Namkin,Mr. Sunil Kumar Romani,Kanpur,
472,927,Mukund Industry,Rajesh Kumar Bajpai,Kanpur,
473,929,Murari Industrial Gases ,Ajay Mishra,Kanpur,AGRO CHEMICAL & FERTILISERS
474,930,N. G. Electronics Pvt. Ltd.,Divyanshu Gupta,Kanpur,ELECTRICAL & ELECTRONICS
475,932,Nand Alloys Pvt. Ltd.,Satish Kumar Gupta,Kanpur,BUILDING & CONSTRUCTION MATERIALS
476,933,Narayan Metal Company,Harinath Singh,Kanpur,
477,936,National Industries,B.K. Dhandhania,Kanpur,AUTOMOBILE & AUTO PARTS
478,937,Nav Laxmi Engineering Works,SMT. Nisha Tiwari,Kanpur,
479,938,SOHANSON ENGINEERING WORKS,Surendra Mohan,Kanpur,
480,939,Naveen Textile Agencies,Naveen Malhotra,Kanpur,TEXTILE & GARMENTS
481,941,New Riya Food Products,Ravi Badrani,Kanpur,
482,942,Nikhil Techno Chem Pvt. Ltd.,Ranjan,Kanpur,
483,943,Nirmal Group ( Nirmal Industries & Co.),Praveen Singh,Kanpur,CHEMICAL & PETROLEUM
484,944,Nitin Bakers (P) Ltd.,MR. B.N. Dixit,Kanpur,
485,946,Oberoi Timber Company,Agya Pal Singh,Kanpur,
486,947,Om Traders,O.P. Rachlani,Kanpur,
487,951,Oriental Plastowares (P) Ltd.,Ajay Bhatia ,Kanpur,PLASTIC & PLASTIC PRODUCTS
488,957,Panki Oxygen,Kamesh Varyani,Kanpur,
489,960,Parmanand Company,Sunil Sahajwani,Kanpur,
490,961,Parul Homoeo Laboratories Pvt. Ltd.,"Mamata Shukla, Amit Shukla,  Sumit Shukla, Director- Marketing and Sales",Kanpur,PHARMACEUTICAL & MEDICAL PRODUCTS
491,962,Parwati Automotive (P) Ltd.,Chetan Kanodia,Kanpur,AUTOMOBILE & AUTO PARTS
492,963,Pawak Chemicals Pvt. Ltd.,B. R. Kapoor,Kanpur,
493,964,Pawan Bakers Confectioners (P) Ltd.,Sardar Jaswant Singh,Kanpur,
494,968,Pooja Packagers,Mr. D.P. Madan,Kanpur,
495,969,Poonam Traders,Bhishan Gidwani,Kanpur,
496,971,Prabhu Pigment & Trading Co.,Sudhir Ahuja,Kanpur,
497,973,Pahladrai Confectionaries Pvt. Ltd.,Gaurav Vaid,Kanpur,AGRO & FOOD PROCESSING
498,975,R.K.SURGICALS,Mr. Ravindra Kumar Misra / Mr. Rahul Misra,Kanpur,PHARMACEUTICAL & MEDICAL PRODUCTS
499,979, Pramod Tar Udyog,PRAMOD SHUKLA,Kanpur,
500,985,Print Point,Suresh Lakhawani,Kanpur,
,,,,,
501,986,Print-o-Print,Hemraj Bhutani,Kanpur,
502,988,Pritam Sah Mills,Tarlochan Singh,Kanpur,WOOD  & WOOD PROUCTS
503,990,Punjab Paint Colour & Varnish Works (P) Ltd.,P.K. Khanna,Kanpur,PAINTS & VARNISHES
504,991,Quality Laminators,Ajit Kr. Jain,Kanpur,PACKAGING
505,994,R.G.P. Moulds,R.P. Gupta,Kanpur,
506,996,R.K. Fibres,Mohit Gupta,Kanpur,
507,998,R.K. Packagers,Puneet Saraf,Kanpur,
508,1003,Radha Swami Plast Products ( P ) Ltd.,Rakesh Kr. Gupta,Kanpur,PLASTIC & PLASTIC PRODUCTS
509,1007,Raj Engineering Works,J.R. Vishwakarma,Kanpur,METAL
510,1008,Raj Shree prienters,Ram Charan Khelwani,Kanpur,AGRO & FOOD PROCESSING
511,1009,Raj Shree Soap Products,Kishor Kumar,Kanpur,SOAP & DETERGENT
512,1011,Rajendra Metal Works,Rajendra Prasad,Kanpur,
513,1013,Raju Enterprises,Arogya Prakash,Kanpur,SOAP & DETERGENT
514,1014,Ram Cold Storage,R.K. Makhani,Kanpur,AGRO & FOOD PROCESSING
515,1015,Ram Deo Printers,Anand Maheshwari,Kanpur,
516,1016,Ram Gopal Shri Niwas,Avinesh Kumar,Kanpur,
517,1018,"Rama Krishna Bakers Pvt. Ltd.,",Rajeev Talreja,Kanpur,AGRO & FOOD PROCESSING
518,1021,Regal Multi Products, Jagdish Talreja ,Kanpur,AGRO & FOOD PROCESSING
519,1022,Reliable Manufacturers & Traders,Rohit Gupta,Kanpur,AUTOMOBILE & AUTO PARTS
520,1024,Rishi Bakers Pvt. Ltd.,Prakash Chandra,Kanpur,AGRO & FOOD PROCESSING
521,1026,Rita Fibres,Aseem Arora,Kanpur,
522,1029,Roll Pack Industries (P) Ltd.,Prakash Kanodia,Kanpur,PACKAGING
523,1031,Rotomac Industries (P) Ltd.,Atul Gupta,Kanpur,MACHINERY EQUIPMENTS
524,1032,Rotomark Systems LLP,Ramesh Chand,Kanpur,PACKAGING
525,1034,Royal Powder Coating,Pradeep Kr. Gupta,Kanpur,MISCELLANEOUS
526,1035,Rupani Industries,Balraj Rupani,Kanpur,
527,1036,Rupani Packagers,NIRMAL  Rupani,Kanpur,PACKAGING
528,1038,S. K. International,Siddharth Kapoor,Kanpur,
529,1040,S.N. Pandey & Company,S.N. Pandey,Kanpur,CHEMICAL & PETROLEUM
530,1053,Saraswati Calendar Company,Mr. O.P.Kesarwani,Kanpur,MISCELLANEOUS
531,1056,Sardar Timber Company,Mr. Jagjit Singh,Kanpur,
532,1058,Satluj Engineering Pvt. Ltd.,S.B. Mirdha,Kanpur,
533,1060,Satya Packaging Products,Vivek Gupta,Kanpur,PACKAGING
534,1061,Scan Chem Industries (P) Ltd.,Pramod Gupta,Kanpur,CHEMICAL & PETROLEUM
535,1062,SCARCO Shoes Pvt. Ltd.,Sanjay Seth,Kanpur,
536,1064,Senior Box Factory Ramji Press,"A. N. Mehrotra, D. N. Mehrotra",Kanpur,
537,1065,Shabroc (India),Mr. Sunil N. Shah,Kanpur,SOAP & DETERGENT
538,1066,Shakti Bleaching Works,Mr. Manish Narula,Kanpur,TEXTILE & GARMENTS
539,1067,Shakti Packagers,Kuldeep Patni,Kanpur,
540,1070,Sharad  Metal Works,R. Shankar Singh,Kanpur,HANDICRAFT &GIFTS
541,1071,Shanti Surgicals Pvt. Ltd,SANKET KHERIA,Kanpur,PHARMACEUTICAL & MEDICAL PRODUCTS
542,1076,Shiva Poly Plast Pvt. Ltd.,Mr. Satya Prakash,Kanpur,PLASTIC & PLASTIC PRODUCTS
543,1078,Shivam Spring Pvt. Ltd.,Kapil Mohan Vij,Kanpur,ENGINEERING COMPONENTS & SUPPLIES
544,1079,Shree Gopal Industries,Yogesh Gupta,Kanpur,
545,1080,Best Boxes,Mr.Manohar Madan / Mr.Ratan Tanwani,Kanpur,
546,1081,Shree Krishna Industries,Vijay Anand,Kanpur,ENGINEERING COMPONENTS & SUPPLIES
547,1084,Shree Tulsi Detergents Pvt. Ltd.,B. D. Shivani,Kanpur,SOAP & DETERGENT
548,1086,Ishita Textiles,Mr.Vijai Verma,Kanpur,
549,1087,Sudershan Sales Corporation,Vishal Kapoor,Kanpur,
550,1088,Surya Transformers,J.P.Jain,Kanpur,
,,,,,
551,1089,Swati Biscuit Mfg. Co.,Om Prakash,Kanpur,AGRO & FOOD PROCESSING
552,1090,Synthetics & Polymers ( P ) Ltd.,P. N. Mishra,Kanpur,
553,1092,The Printman,Rajesh Nanda,Kanpur,
554,1094,Tirupati Texco Products Pvt. Ltd.,Kishan Chandra Garg,Kanpur,TEXTILE & GARMENTS
555,1097,En Ex AUTOMATIONNS ,Raakesh Kumar kamra,Kanpur,
556,1098,Trident Auto Components (P) Ltd.,Madhur Agarwal,Kanpur,AUTOMOBILE & AUTO PARTS
557,1099,SHRI NATHJI POLYRUB PVT. LTD.,Alok Agarwal,Kanpur,FOOTWEAR & LEATHER
558,1100,U.P. Biscuit Mfg. Association,Naveen Khanna,Kanpur,
559,1104,New Cools India,Mr.Satveer Singh,Kanpur,MACHINERY EQUIPMENTS
560,1105,Unique Traders,Hans Bajaj,Kanpur,
561,1107,Universal Processors,Nitin Srivastava,Kanpur,TEXTILE & GARMENTS
562,1108,Unnao Plastic Products,Mahesh Narayan,Kanpur,PLASTIC & PLASTIC PRODUCTS
563,1109,V.I.P. Batteries,Vimlesh Jaiswal,Kanpur,
564,1110,Water Proof Poly Products,Vikesh Gupta,Kanpur,
565,1112,Vansal & Vansal Electricals,Nitin Agarwal,Kanpur,ELECTRICAL & ELECTRONICS
566,1113,Varivar Plast Products (P) Ltd.,MR. HEMANT GUPTA / MR. ANURAG GUPTA,Kanpur,HOUSEHOLD ITEMS
567,1115,Vasudeva Box Industry,Radhey Pahwa,Kanpur,PACKAGING
568,1116,Ved Sassomechanica (India) Pvt. Ltd.,R.N. Tripathi,Kanpur,MACHINERY EQUIPMENTS
569,1118,Vertex Chemical Industries,Mr. Vikram  Bhatia,Kanpur,CHEMICAL & PETROLEUM
570,1119,Vertex Organics,Mr. Suresh Bhatia ,Kanpur,CHEMICAL & PETROLEUM
571,1120,Vijay Aluminium Works,Subhash Gupta,Kanpur,
572,1121,Vijay Metal Industries,Ladli Prasad Gupta,Kanpur,
573,1122,Vijay Metal Works,Vijay Kr. Singh,Kanpur,HANDICRAFT &GIFTS
574,1124,Vin Petro Chem (P) Ltd.,Mr. Vikas Agarwal,Kanpur,PACKAGING
575,1125,Yadav Soaptech India Pvt. Ltd.,Kripa Shankar Yadav,Jaunpur,MACHINERY EQUIPMENTS
576,1126,Vinayak Ultraflex Pvt. Ltd.,Mr.S.K. Paliwal,Kanpur,PACKAGING
