Sr No,Member Id,Unit Name,Contact Person,Chapter,Category
6036,10019,Goyal Polymers ,Rajesh Kumar Khadria,Noida,
6037,10020, Suresh Chand Agarwal,Suresh Chand Agarwal,Shamli,
6038,10021,RAJEEV POLYCOM,Rajeev Garg,Shamli,PLASTIC & PLASTIC PRODUCTS
6039,10022,Shri Ji Industries  ,Neeraj Jain,Noida,SERVICE
6040,10024,SHASHI PAPERS,ROBIN AGARWAL,Moradabad,PACKAGING
6041,10025,RSD ACADEMY,Dr. GAURAV KUMAR,Moradabad,SERVICE
6042,10026,ESS KAY PACKWELL,KISHOR KUMAR AGARWAL,Moradabad,PACKAGING
6043,10028,RK AGROEXPORT PVT. LTD. ,Gaurav Varshney,Delhi,
6044,10029,A. K. ENGINEERING WORKS  ,AJAY JAISWAL,Kanpur,AGRO & FOOD PROCESSING
6045,10031,HOTEL RASS  ,MRS. GEETA GUPTA,Kanpur,FURNITURE & FURNISHINGS
6046,10032,PURSHOTTAM BROTHERS ,SHRI NATH GUPTA,Kanpur,BUILDING & CONSTRUCTION MATERIALS
6047,10033,MONOPOLY EXPRESS CARGO  ,BRIJENDRA SINGHAL,Kanpur,BUILDING & CONSTRUCTION MATERIALS
6048,10034,RAJ METAL WORKS  ,RAJ KUMAR PATEL,Kanpur,ELECTRICAL & ELECTRONICS
6049,10035,GANPATI ENTERPRISES  ,RAJ BALI SINGH,Kanpur,ELECTRICAL & ELECTRONICS
6050,10036,BEE AAR & SONS,PURSHUTTAM DAS GUPTA,Kanpur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
,,,,,
6051,10037,GEETA PAPER BOARD INDUSTRIES  ,DEEPAK KUMAR GUPTA,Kanpur,HANDICRAFT &GIFTS
6052,10038,A. K. Sales ,Md. Irfan,Unnao,
6053,10039,Kanti Prasad Industries  ,Saurabh Agarwal,Hapur,
6054,10040,Sevottam Diesel Centre ,Anuj Sharma,Hapur,
6055,10043,S.R.R.J. publication ,Retesh Kumar Garg,Hapur,
6056,10044,RRG ENERGIES PRIVATE LIMITED,Umesh Chandra Gupta,Lucknow,Solar Energy
6057,10045,ONEUP MOTORS INDIA PRIVATE LIMITED,Mayank Mehrotra,Lucknow,AUTOMOBILE & AUTO PARTS
6058,10046,Kisan Cold SStorage ,Inderjeet Garg,Hapur,
6059,10048,SHRI RAM FOOD PRODUCTS,JUGAL KISHORE,Moradabad,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6060,10049,DECORATIVE CRAFTS INTERNATIONAL,MANPRIT SINGH BEDI,Moradabad,METAL
6061,10050,Laxmi kitchenware Industries ,Abhay Singh,Unnao,METAL
6062,10051,Blue Horizon International ,Kamal Raja,Unnao,FOOTWEAR & LEATHER
6063,10052,HARI MOHAN ENTERPRISES ,Sunil Bhagia,Lucknow,BUILDING & CONSTRUCTION MATERIALS
6064,10053,vinyaka impex ,ravi kumar goel,Greater Noida,SERVICE
6065,10054,royal bakers ,sumit janeja,Greater Noida,AGRO & FOOD PROCESSING
6066,10055,Akg industries ,anuj kumar,Greater Noida,ENGINEERING COMPONENTS & SUPPLIES
6067,10056,RAJIV MACHINES PRIVATE LTD. ,MR. RAJIV GOEL/MRS. ANITA GOEL,Ghaziabad,"PAPER, PRINTING & PUBLISHING"
6068,10057,SARVODAYA SUPERSPECIALITY HOSPITAL AND HEART CENTRE,DR. ASHOK MALIK,Ghaziabad,
6069,10058,KAUSHIKI ENTERPRISES ,MR. KANTI PRASAD AGARWAL,Ghaziabad,INFORMATION TECHNOLOGY & TELECOM  PRODUCTS
6070,10059,JAI KRISHNA ENTERPRISES ,MR. SHARVAN SHARMA,Ghaziabad,PLASTIC & PLASTIC PRODUCTS
6071,10060,ISHA INDUSTRIES ,MR. PARVEEN GULATI,Ghaziabad,PLASTIC & PLASTIC PRODUCTS
6072,10061,Shivam Cold Storage  ,YOGENDRA KUMAR,Hapur,
6073,10062,Pankhuri fashion Shoppe ,Neeraj gupta,Hapur,
6074,10063,The Sun marketing Alliance ,AMIT KUMAR,Hapur,
6075,10064,Utsav Agro fuel ,Amit Mittal,Hapur,
6076,10067,SHREE KAILASH MERCHANTS PVT. LTD. ,MR. BHUPENDRA KUMAR GUPTA,Ghaziabad,COSMETIC & PERFUMES
6077,10068,Crystal Beverages ,Sarthak Goel,Bareilly,
6078,10070,R.L. MISHRA & SON.,MR. SURENDRA KUMAR  MISHRA,Ghaziabad,SERVICE
6079,10071,Rajesh Kumar Sharma & Company,Sh. Rajesh Kumar Sharma,Saharanpur,SERVICE
6080,10072,Samudyam Projects Pvt. Ltd.  ,Punam Pandia,Head Office,CEMENT & CEMENT PRODUCTS
6081,10073,Vikas Foundry ,Vikas Chandra Sharma,Bareilly,
6082,10074,ANKUR DEALERS PVT.LTD ,ARPIT GUPTA,Kanpur,
6083,10075,Anubhav Engg. Enterprises ,Rajesh Gauba,Head Office,ELECTRICAL & ELECTRONICS
6084,10076,Looks Apparel (P) Ltd ,Ashwani Narula,Head Office,TEXTILE & GARMENTS
6085,10077,Vijay kumar Goyal & Co.,Vijay kumar Goyal,Bareilly,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6086,10078,VEECHEM Labortries ,Rishi Kumar Agarwal,Bareilly,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6087,10079,R.Vidyarthi ,CA Rajen Vidyarthi,Bareilly,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6088,10080,Prabhat Enterprises ,Aakash Choudhary,Bareilly,WOOD  & WOOD PROUCTS
6089,10081,Sai Telematics Corporate Office ,Atul Saxena,Bareilly,
6090,10086,LIONS EYE HOSPITAL ,MR. RAKESH MITTAL,Ghaziabad,SERVICE
6091,10087,Shri Ganpatiji Enterprises ,Sh. Tushar Saxena,Saharanpur,SERVICE
6092,10089,Shubham Graphics  ,Mukhtiar Singh,Meerut,"PAPER, PRINTING & PUBLISHING"
6093,10090,Deepak Traders  ,Deepak,Meerut,"PAPER, PRINTING & PUBLISHING"
6094,10091,S K & Company,Vineet Chadha,Bulandshahar,AUTOMOBILE & AUTO PARTS
6095,10092,Singh Traders ,Jaspal Singh Arora,Dehradoon ( Uttarakhand ),SERVICE
6096,10093,Dream Home Builders ,Kshitij Arora,Dehradoon ( Uttarakhand ),SERVICE
6097,10094,Gobind Real Estates ,Vinod Khhurana,Uttarakhand State Chapter,SERVICE
6098,10095,Hervet Technologies ,Rishabh Agarwal,Uttarakhand State Chapter,SERVICE
6099,10096,"Mall Howard, Mussoorie ",Puneet Nalwa,Dehradoon ( Uttarakhand ),SERVICE
6100,10097,Innovative Trade Links Services Pvt. Ltd. ,Atul Chug,Uttarakhand State Chapter,SERVICE
,,,,,
6101,10098,Kush Minral Industries ,Gautam Malik,Dehradoon ( Uttarakhand ),AGRO & FOOD PROCESSING
6102,10099,Padmawati Natural Products ,Piyush Arora,Uttarakhand State Chapter,SERVICE
6103,10100,Radiance Paradise Hotel ,Arvind Jarawat,Dehradoon ( Uttarakhand ),SERVICE
6104,10101,Shree Ram Enterprises ,Ram Singh Verma,Meerut,MISCELLANEOUS
6105,10102,Dadu India ,Ravi Kumar Sharma ,Meerut,SPORTS GOODS
6106,10103,Rohilkhand Medical College  ,Dr. Ashok Agarwal,Bareilly,
6107,10104,Guru Saraswati Sadan P Ltd ,Guru Mehrotra,Bareilly,
6108,10105,GARGYA POWER PRODUCTS ,MR. P.K. GARG,Ghaziabad,ELECTRICAL & ELECTRONICS
6109,10106,S. K. Enterprises ,Manoj Kumar Sharma,Unnao,AGRO & FOOD PROCESSING
6110,10107,Marvin Enterprises ,Mohd. Huzaifa,Unnao,
6111,10108,V.K.PRODUCT ,VINOD KUMAR GUPTA,Kanpur,
6112,10109,SHUBH SANKALP GRIH UDYOG ,DINESH KR.GUPTA,Kanpur,
6113,10112,SHARDA PRINTING PRESS,Vivek Tewari,Lucknow,"PAPER, PRINTING & PUBLISHING"
6114,10113,TRANSTECH POWER CONTROLS,Badiuddin,Lucknow,BUILDING & CONSTRUCTION MATERIALS
6115,10114,Jainson Industries ,Rai Chand Jain,Bagpat,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6116,10115,Ganpati Electrodes Industries ,Pardeep Gupta,Bagpat,ELECTRICAL & ELECTRONICS
6117,10116,Adarsh Agro Udyog ,Habib Ahamad,Bagpat,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6118,10117,Kapil Agro Center ,Mitlesh,Bagpat,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6119,10118,J.S. Agro Industries ,Ali Mohhamad,Bagpat,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6120,10119,Sri Agro Industreis ,Ram Singh,Bagpat,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6121,10120,Aryan Wheels Pvt. Ltd. ,Ishwar Dayal Goel,Bagpat,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6122,10121,Modern Agro Industries ,Vijay Jain,Bagpat,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6123,10122,Jyoti Petro Lubes India ,Prashant Jain,Bagpat,CHEMICAL & PETROLEUM
6124,10123,Sanjay Agricultural Industries Works ,Mugal Kishor Garg,Bagpat,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6125,10124,Paras Agro Industreis ,Umesh Chand Jain,Bagpat,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6126,10125,Om Rice Mills ,Sh. Anvash Kumar Garg,Saharanpur,AGRO & FOOD PROCESSING
6127,10126,Jai Bharat Rice Mills ,Sh. Rakesh Kumar Garg,Saharanpur,AGRO & FOOD PROCESSING
6128,10127,Hi-Tech Insurance Services  ,Sh. Pradeep Khanna,Saharanpur,SERVICE
6129,10128,Virat Agro Industries ,Rakesh Sharma,Bagpat,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6130,10129,Sai Agro Enterprises ,Amar Pal Singh,Bagpat,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6131,10130,LIBERTY SHOE LIMITED ,MR. SUNIL GOEL,Delhi,FOOTWEAR & LEATHER
6132,10131,NEO CASTA INTERNATIONAL  ,MR. AMIT KAUSHIK,Delhi,HANDICRAFT &GIFTS
6133,10132,PACHRANGA INTERNATIONAL PVT. LTD. ,Mr. Rajinder Dhingra,Delhi,
6134,10133,AKSH OPTIFIBRE LIMITED ,Dr.Kailash S. Choudhari,Delhi,ELECTRICAL & ELECTRONICS
6135,10134,Axon Entercontinent Pvt Ltd ,Aamir M Khan,Delhi,AGRO & FOOD PROCESSING
6136,10135,Daks India ,Vanduta Khurana,Delhi,
6137,10136,Enkay Solar Power and Infrastructure Pvt Ltd ,Manish Aggarwal,Delhi,ELECTRICAL & ELECTRONICS
6138,10137,Poonam Creation ,Mukesh,Delhi,
6139,10138,G. P. INDUSTRIES  ,GAUTAM CHOPRA,Kanpur,AGRO & FOOD PROCESSING
6140,10139,UNIQUE AGENCIES ,ATUL DHINGRA,Kanpur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6141,10140,KHANHA BAKERS  ,ASHOK KR. WATWANI,Kanpur,AGRO & FOOD PROCESSING
6142,10141,AMBIKA PAPAD ,MOHIT HEMRRAJANI,Kanpur,
6143,10142,Gupta Food Industries  ,Sh. Diwakar Gupta,Saharanpur,AGRO & FOOD PROCESSING
6144,10143,Swastik Rice Mills ,Sh. Gaurav Garg,Saharanpur,AGRO & FOOD PROCESSING
6145,10144,Ekta Insane Sewa,Sh. Ishwar Goyal,Saharanpur,SERVICE
6146,10145,SOLAR STORE ,Yogi Tripathi,Lucknow,ELECTRICAL & ELECTRONICS
6147,10146,RITZ INDIA SNACKS-N- FOODS PVT. LTD.,Abhishek Khanna,Lucknow,SERVICE
6148,10147,Bhagwati Veneer Gramodhyog Samiti ,Ashish Agarwal,Bareilly,
6149,10148,HOMEZ DÉCOR ,MR. ADESH GARG,Ghaziabad,WOOD  & WOOD PROUCTS
6150,10149,Sumrain Enterprises ,Noor Ahmad Khan,Bareilly,
,,,,,
6151,10150,Home Fashion  ,Vipin Kumar,Noida,
6152,10151,Adroit Synergies pvt.ltd , K P Chauhan,Noida,
6153,10152,Alchem Laboratories  ,Sumit Gupta,Meerut,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6154,10153,Ishwar Chandra Kamlesh Kumar  ,Kapil Kumar Gupta,Meerut,BUILDING & CONSTRUCTION MATERIALS
6155,10154,Sidhbali Industries ,Sunil Kumar Salotra,Meerut,SPORTS GOODS
6156,10156,Rajan Musical Museum ,Vinayak Rajan,Bareilly,
6157,10157,Needle Craft,Rohit Singh,Noida,TEXTILE & GARMENTS
6158,10158,Rizvi Engineering Consultant ,Er. S.A.H.  Asif Husain Rizvi,Lucknow,SERVICE
6159,10159,ZOOM INTERNATIONAL ,SWEETI GUPTA,Kanpur,
6160,10160,LAXMI ENTERPRISES ,SASHI PRAKASH TIWARI,Kanpur,
6161,10161,ARUN PLASTICS ,MR. KANHIYA LAL GUPTA,Ghaziabad,PLASTIC & PLASTIC PRODUCTS
6162,10162,Jagdish Traders ,Satish Gupta/Jagdish Gupta,Unnao,
6163,10163,Rock Water ,Vivek Mittal,Noida,
6164,10164,PREMIER PACKAGING ,K.K.KANODAIA,Kanpur,
6165,10166,VEDYS Technologies Private Limited,Rajendra Agarwal,Hapur,ELECTRICAL & ELECTRONICS
6166,10167,Kanti Prasad Mittal  ,"Pankaj Mittal, Partner",Meerut,ELECTRICAL & ELECTRONICS
6167,10168,VASTUM INDIA LIMITED,Mukesh Singh,Lucknow,AGRO & FOOD PROCESSING
6168,10170,Nirmal Packaging Systems Pvt.Ltd. ,Pradeep Gupta,Greater Noida,HANDICRAFT &GIFTS
6169,10173,JEETMAL MURLIDHAR ,PRIYANK CHANDAK,Kanpur,
6170,10175,SHRI RAM POLYMERS ,Jitesh,Shahjahanpur,BUILDING & CONSTRUCTION MATERIALS
6171,10176,SHASHANK FERTILIZERS (P) LTD. ,Shyam mohan gupta,Shahjahanpur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6172,10177,SHANKAR INDUSTRIES ,Hari Ram Agrawal,Shahjahanpur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6173,10178,JAI DURGA INDUSTRIES ,Hemant Rohza,Shahjahanpur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6174,10180,SHOBIT KUMAR Tarun Kumar,Khushi ram,Shahjahanpur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6175,10181,Indian Farm Products ,Vivek agrawal,Shahjahanpur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6176,10182,Ashoka Poly Laminators Limited ,Neeraj Goel,Bareilly,FURNITURE & FURNISHINGS
6177,10183,Ashoka Foam Multi Past Ltd. ,Neeraj Goel,Bareilly,FURNITURE & FURNISHINGS
6178,10184,COSMIC CHEMICAL COMPANY ,MR. SANJEEV KR. DUTTA,Ghaziabad,CHEMICAL & PETROLEUM
6179,10185,SUPER METAL CASTING AND TRADING CO.,MR. RAKESH KUMAR SHARMA,Ghaziabad,ENGINEERING COMPONENTS & SUPPLIES
6180,10186,SHANI AUTO PVT. LTD. ,MR. AJAY NANDAN PRASAD,Ghaziabad,MACHINERY EQUIPMENTS
6181,10187,NAVNEET ELECTRONICS (INDIA) ,MR. JAGJIT SINGH,Ghaziabad,ELECTRICAL & ELECTRONICS
6182,10188,SHANU ENTERPRISES ,MR. SANJAY GUPTA,Ghaziabad,METAL
6183,10190,GUNJAN AND ASSOCIATES ,GUNJAN KAPUR,Lucknow,SERVICE
6184,10191,RADHIKA FOODS ,JAIDEEP BHATIA,Lucknow,AGRO & FOOD PROCESSING
6185,10192,JBUS SOLAR POWER & EQUIPMENTS PVT. LTD.,Vivek Singh,Lucknow,Solar Energy
6186,10194,OM POLYMERS ,HARISH GANDHI,Kanpur,PLASTIC & PLASTIC PRODUCTS
6187,10195,SUN N SAND ENERGIES LLP ,SANJEEV KHARE,Kanpur,
6188,10196,JAGANNATH INDUSTRY ,NIPENDRA MISHRA,Kanpur,
6189,10197,Bareilly Concrete Products ,Ajay Pal Singh,Bareilly,
6190,10198,ELTEK CIRCUITS ,MR. NAVEEN PAL SINGH,Ghaziabad,ELECTRICAL & ELECTRONICS
6191,10199,CPS Shapers (P) Ltd.  ,Rajendra Kumar,Meerut,TEXTILE & GARMENTS
6192,10200,BELMONT AD AND MEDIA PVT. LTD. ,MR. NITIN SRIVASTAVA,Ghaziabad,SERVICE
6193,10201,OGAL TRADING CO. ,VIKAS SOOD,Kanpur,
6194,10202,AMAR MOTERS,TEJVEER SINGH,Kanpur,SERVICE
6195,10203,KHARBANDA INDUSTRIES ,AKASH KHARBANDA,Kanpur,TEXTILE & GARMENTS
6196,10205,Dev Shree Concretes ,Abhinav Mittal,Meerut,
6197,10206,Shubhi Agarwal  & Associates,Shubhi Agarwal,Bareilly,
6198,10207,Shree Krishna Jewellers ,Rakesh verma,Hapur,
6199,10208,GKS Agro foods Pvt Ltd ,Mohd. Nadeem Qureshi,Bareilly,
6200,10209,HAMRAJ INTERNATIONAL ,YAQUB HAMRAJ,Kanpur,
,,,,,
6201,10210,MODERN GLASS HOUSE ,Sh. Sanjeev Dhingra,Saharanpur,GLASS & CERAMICS
6202,10211,AVC INDUSTRIES ,MR. SHARAD GARG,Ghaziabad,ELECTRICAL & ELECTRONICS
6203,10212,PLAZA BATTERY PRODUCTS (INDIA) ,MR. VIJAY KANOTRA,Ghaziabad,ELECTRICAL & ELECTRONICS
6204,10213,Madhu Industries  ,Puneet Kumar,Muzaffarnagar,AGRO & FOOD PROCESSING
6205,10215,YASH TRADERS ,MANISHA AGARWAL,Kanpur,AGRO & FOOD PROCESSING
6206,10216,Vaibhav Associates ,Sanjay Srivastava,Greater Noida,AGRO & FOOD PROCESSING
6207,10217,Vaibhav Associates ,Sanjay Srivastava,Greater Noida,AGRO & FOOD PROCESSING
6208,10218,Sai Merchandising Company ,Kamal Suri,Noida,SERVICE
6209,10219,Checkmate Industrial Guards Pvt.Ltd ,Gopal Kanal,Noida,
6210,10221,AMCO INDUSTRIAL SUPPLIERS ,SHIVAM AGARWAL,Kanpur,
6211,10222,UNIQUE FOOTWEAR ,NEERAJ MISHRA,Kanpur,
6212,10223,SACHIN COAL DEPPO ,SACHIN GUPTA,Kanpur,
6213,10224,BANKEY BEHARI PLYWOOD IND.PVT.LTD ,MOHIT  AGARWAL,Kanpur,WOOD  & WOOD PROUCTS
6214,10225,JAI  KAMTA NATH PISAI KENDRA ,AJAY KR.PANDEY,Kanpur,
6215,10226,S.S.POL FILM  PVT.LTD.,VIJAY KANODIA,Kanpur,PLASTIC & PLASTIC PRODUCTS
6216,10228,Arihant Electrical Industries ,Vinod Jain,Meerut,ELECTRICAL & ELECTRONICS
6217,10229,Keshav Brick Field ,Keshav Kumar,Bareilly,
6218,10230,HIKMAA ENERGIES PRIVATE LIMITED,TARIQ HASAN NAQVI,Lucknow,Solar Energy
6219,10231,BAGGA TENT SERVICES ,KULBIR SINGH,Kanpur,SERVICE
6220,10232,LEO BRUSH INDUSTRIES ,SUNIT KR.SONKER,Kanpur,
6221,10233,RELIABLE FLEXIPACK ,ARVIND KR.SINGH,Kanpur,
6222,10234,JACKPOT EXIM PVT LTD,BK SINGH,Moradabad,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6223,10235,FRIENDS PACKERS,VASEEM KHAN,Moradabad,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6224,10236,SAGA STEELS,GAURAV MITTAL,Moradabad,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6225,10237,SHIVADITYA GEMS AND JEWELLARY,AJAY KATTA,Moradabad,GEMS & JEWELRY
6226,10238,KAMAL TRADERS,SAGAR GUPTA,Moradabad,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6227,10239,DARA INC,KK RASTOGI,Moradabad,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6228,10240,VIR METALS,PK JAIN,Moradabad,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6229,10241,OSWAL METAL HOUSE,MANIK SAGAR JAIN,Moradabad,ENGINEERING COMPONENTS & SUPPLIES
6230,10242,SSHRI SHAKTI ENTERPRISES ,MR. RAJKISHOR SHARRMA,Ghaziabad,MACHINERY EQUIPMENTS
6231,10243,SHIVA INDUSTRIES ,MR. RAJKISHOR SHARRMA,Ghaziabad,CEMENT & CEMENT PRODUCTS
6232,10244,MV FRESH AGRIPRODUCTS PVT.LTD ,V.K. DUBEY,Barabanki,AGRO & FOOD PROCESSING
6233,10245,Shree Shyam Industries ,Aman Agarwal,Barabanki,MACHINERY EQUIPMENTS
6234,10246,Vindhyavasini Industries ,Alok Kant Gupta,Barabanki,BUILDING & CONSTRUCTION MATERIALS
6235,10247,Pooja Plastic ,Raja Ram,Barabanki,BUILDING & CONSTRUCTION MATERIALS
6236,10248,Ujjawal Enterprises ,Vinod Pal,Barabanki,BUILDING & CONSTRUCTION MATERIALS
6237,10249,Neha Foods ,Rakesh Gupta,Barabanki,AGRO & FOOD PROCESSING
6238,10251,Glacxo Paints ,Dinesh Kumar,Barabanki,BUILDING & CONSTRUCTION MATERIALS
6239,10252,Lala Ji Masale ,Ranjit Srivastav,Barabanki,AGRO & FOOD PROCESSING
6240,10253,Creativ Works ,Vishal Kakkar,Barabanki,BUILDING & CONSTRUCTION MATERIALS
6241,10254,Unitech Engineers ,A. C. Soti,Barabanki,ELECTRICAL & ELECTRONICS
6242,10255,JAGVAR PACKGING ,ANSHU KAPOOR,Kanpur,
6243,10256,DIAMOND TOOLS MANUFF. ,MANOJ BHARGAV,Kanpur,
6244,10257,AIM ENGINEERING WORKS ,MOHD. MOSHIN KHAN,Ghaziabad,BICYCLES / RICKSHAW & COMPONENTS
6245,10259,VR TECHNOCRAT ,MR. RK SHARMA,Ghaziabad,MACHINERY EQUIPMENTS
6246,10261,Chandra Krishi Udyog ,Ramesh Chandra Sharma,Meerut,MACHINERY EQUIPMENTS
6247,10263,Nand Metal Company ,HARPREET SINGH,Hapur,
6248,10264,Radhika Publication ,RAMAVTAAR BANSAL,Hapur,"PAPER, PRINTING & PUBLISHING"
6249,10265,Gold Agro Chemicals ,Gold,Hapur,
6250,10266,Gold Agro Chemicals ,Gold,Hapur,
,,,,,
6251,10267,ATUL TEXTILES PRIVATE LTD. ,MR. SACHIN GUPTA,Ghaziabad,HOUSEHOLD ITEMS
6252,10268,NOIDA DIESEL POWER SERVICES ,MR. SAGAR AHLAWAT,Ghaziabad,ELECTRICAL & ELECTRONICS
6253,10269,madhul inter national trends ,amit sharma,Uttarakhand State Chapter,SERVICE
6254,10270,m/s Doon valley khitting mils ,atul agrwal,Uttarakhand State Chapter,AGRO & FOOD PROCESSING
6255,10271,saraswati press  ,akhil gupta,Uttarakhand State Chapter,SERVICE
6256,10272,shagun industries ,rajeev agrawal,Uttarakhand State Chapter,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6257,10273,m/s radex stationery india pvt ltd ,mukesh gupta,Uttarakhand State Chapter,SERVICE
6258,10274,deepak scales ,deepak singhal,Uttarakhand State Chapter,BUILDING & CONSTRUCTION MATERIALS
6259,10275,max machinery tubewell and electric vo. ,rohit sethi,Uttarakhand State Chapter,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6260,10276,Ram Plywood Industries ,Satish Agarwal,Head Office,WOOD  & WOOD PROUCTS
6261,10277,Earthcare India (P) Ltd. ,Amit Kr. Agarwal,Meerut,AGRO CHEMICAL & FERTILISERS
6262,10278,Shivam Enterprises ,HIMANSHU GOEL,Hapur,
6263,10279,SURYA INTERNATIONAL,AMIT SINGHAL,Hapur,MISCELLANEOUS
6264,10280,GURU NANAK INDUSTRIES,Pravesh Suri,Hapur,SPORTS GOODS
6265,10281,VSR LAMINATES PRIVATE LTD. ,MR. SUSHIL KARNANI,Ghaziabad,PACKAGING
6266,10282,AARAV TRADERS ,MR. ASHISH SRIVASTVA,Ghaziabad,ELECTRICAL & ELECTRONICS
6267,10283,GREENLAND MOTORS ,ANIL KHETRAPAL,Prayagraj,AUTOMOBILE & AUTO PARTS
6268,10284,Rajesh Engineering Industries ,RAJESH NEGI,Prayagraj,
6269,10285,HARI OM ,Hari Om Kesarwani,Prayagraj,BICYCLES / RICKSHAW & COMPONENTS
6270,10286,Vatsal Pipe ,MR. Ajay Tomar,Greater Noida,
6271,10287,Jai Durga Ice Plant ,Rajesh Pandit,Greater Noida,
6272,10288,Color N Style Private Ltd.,Mr. Girish Vasna,Greater Noida,
6273,10289,Ecogreen Industries ,Mr. Ravi Shankar Sharma,Greater Noida,
6274,10290,Top Engg. Works ,Mr. Adbul Jabbar,Greater Noida,
6275,10291, M M Enterprises ,Mr. Rakesh Bansal,Greater Noida,
6276,10292,Nirmal Packaging Systems Pvt. Ltd ,Mr. Pradeep,Greater Noida,
6277,10293,U.P.STATE CONSTRUCTION ,DEBASHISH BANARJEE,Head Office,
6278,10295,RAMA UDYOG ,MR. MOHAN LAL,Ghaziabad,ELECTRICAL & ELECTRONICS
6279,10296,KAILASH ENGINEERS ,MR. ARVIND CHOUDHARY,Ghaziabad,ENGINEERING COMPONENTS & SUPPLIES
6280,10297,YOUNITED TECHNOLOGIES,Mukesh Khanna,Lucknow,SERVICE
6281,10298,PRATIK AUTO CARE ,MR. PRATIK GARG,Ghaziabad,SERVICE
6282,10299,SHREE GANGA BATTERIES PRODUCTS  INDIA ,MR. SANDEEP BHANDARI,Ghaziabad,ELECTRICAL & ELECTRONICS
6283,10300,CSK FACILITY MANAGEMENT PVT. LTD. ,C.A. MAYANK AGGARWAL,Ghaziabad,SERVICE
6284,10301,KAP AUTOMOBILES PVT. LTD. ,MR. VAIBHAV SINGHAL,Ghaziabad,
6285,10302,PRECISION MACHINE TOOLS ,MR. KANWAL NAIN CHAWLA,Ghaziabad,ENGINEERING COMPONENTS & SUPPLIES
6286,10303,J.A. ENGINEERING COMPANY ,MR. NIRBHAY SINGH (KAKA),Ghaziabad,MACHINERY EQUIPMENTS
6287,10304,AVTAR INDUSTRIES ,MR. AVTAR SINGH,Ghaziabad,MACHINERY EQUIPMENTS
6288,10305,WINTECH HOME APPLIANCES ,MR. SATVINDER SINGH,Ghaziabad,ELECTRICAL & ELECTRONICS
6289,10306,Mahendra handloom ,sanjay goel,Modinagar,TEXTILE & GARMENTS
6290,10308,Varah Health Care    ,Sh. Akshay Pundir,Saharanpur,PHARMACEUTICAL & MEDICAL PRODUCTS
6291,10309,PLAP Memorial Society    ,Sh. Narendera Tayal,Saharanpur,SERVICE
6292,10311,Krishna International School   ,Sh. Varun Jain,Saharanpur,SERVICE
6293,10312,Gangoh Leasing & Finance Pvt. Ltd. ,Sh. Arvind Pal Singh,Saharanpur,SERVICE
6294,10313,"NAGAR & ASSOCIATES,",MR. R.S. NAGAR,Ghaziabad,MISCELLANEOUS
6295,10314,DEEPAK ENTERPRISES ,MR. DEEPAK AGARWAL,Ghaziabad,ELECTRICAL & ELECTRONICS
6296,10315,PUNEET ENGINEERING ,MR. PUNEET PARASHAR,Ghaziabad,MACHINERY EQUIPMENTS
6297,10317,"KAIRA SPM & AUTOMATION,",MR. PANCHSHEEL SHROTRIYA,Ghaziabad,MACHINERY EQUIPMENTS
6298,10318,VAISHALI METAL WORKS ,MR. RAM PRATAP SINGH,Ghaziabad,HOUSEHOLD ITEMS
6299,10319,Krishna Trading Company  ,ABHISHEK DUBEY,Kanpur,
6300,10320,ANUBHAV PLAST PRIVATE LIMITED. ,SHRI ONKAR NATH GUPTA/ SHRI VINAMRA GUPTA,Kanpur Dehat,ELECTRICAL & ELECTRONICS
,,,,,
6301,10321,RATHI INDUSTRIES ,Sri Abhishek Rathi,Kanpur Dehat,HANDICRAFT &GIFTS
